DATE_TIME,PLANT_LABEL,INVERTER_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
5/15/2020 0:15,Plant_1,ZnxXDlPa8U1GXgE,0,0,0,6522172,25.08458867,22.76166787,0
5/15/2020 0:15,Plant_1,ZoEaEvLYb1n2sOq,0,0,0,7098099,25.08458867,22.76166787,0
5/15/2020 0:15,Plant_1,adLQvlD726eNBSB,0,0,0,6271355,25.08458867,22.76166787,0
5/15/2020 0:15,Plant_1,bvBOhCH3iADSZry,0,0,0,6316803,25.08458867,22.76166787,0
5/15/2020 0:15,Plant_1,iCRJl6heRkivqQ3,0,0,0,7177992,25.08458867,22.76166787,0
5/15/2020 0:15,Plant_1,ih0vzX44oOqAx2f,0,0,0,6185184,25.08458867,22.76166787,0
5/15/2020 0:15,Plant_1,pkci93gMrogZuBj,0,0,0,7169102,25.08458867,22.76166787,0
5/15/2020 0:15,Plant_1,rGa61gmuvPhdLxV,0,0,0,7111493,25.08458867,22.76166787,0
5/15/2020 0:15,Plant_1,sjndEbLyjtCKgGv,0,0,0,7016832,25.08458867,22.76166787,0
5/15/2020 0:15,Plant_1,uHbuxQJl8lW7ozc,0,0,0,7038681,25.08458867,22.76166787,0
5/15/2020 0:15,Plant_1,wCURE6d3bPkepu2,0,0,0,6782598,25.08458867,22.76166787,0
5/15/2020 0:15,Plant_1,z9Y9gH1T5YWrNuG,0,0,0,7007866,25.08458867,22.76166787,0
5/15/2020 0:15,Plant_1,zBIq5rxdHJRwDNY,0,0,0,6339380,25.08458867,22.76166787,0
5/15/2020 0:15,Plant_1,zVJPv84UY57bAof,0,0,0,7116151,25.08458867,22.76166787,0
5/15/2020 0:30,Plant_1,1BY6WEcLGh8j5v7,0,0,0,6259559,24.9357526,22.59230553,0
5/15/2020 0:30,Plant_1,1IF53ai7Xc0U56Y,0,0,0,6183645,24.9357526,22.59230553,0
5/15/2020 0:30,Plant_1,3PZuoBAID5Wc2HD,0,0,0,6987759,24.9357526,22.59230553,0
5/15/2020 0:30,Plant_1,7JYdWkrLSPkdwr4,0,0,0,7602960,24.9357526,22.59230553,0
5/15/2020 0:30,Plant_1,McdE0feGgRqW7Ca,0,0,0,7158964,24.9357526,22.59230553,0
5/15/2020 0:30,Plant_1,VHMLBKoKgIrUVDU,0,0,0,7206408,24.9357526,22.59230553,0
5/15/2020 0:30,Plant_1,WRmjgnKYAwPKWDb,0,0,0,7028673,24.9357526,22.59230553,0
5/15/2020 0:30,Plant_1,ZnxXDlPa8U1GXgE,0,0,0,6522172,24.9357526,22.59230553,0
5/15/2020 0:30,Plant_1,ZoEaEvLYb1n2sOq,0,0,0,7098099,24.9357526,22.59230553,0
5/15/2020 0:30,Plant_1,adLQvlD726eNBSB,0,0,0,6271355,24.9357526,22.59230553,0
5/15/2020 0:30,Plant_1,bvBOhCH3iADSZry,0,0,0,6316803,24.9357526,22.59230553,0
5/15/2020 0:30,Plant_1,iCRJl6heRkivqQ3,0,0,0,7177992,24.9357526,22.59230553,0
5/15/2020 0:30,Plant_1,ih0vzX44oOqAx2f,0,0,0,6185184,24.9357526,22.59230553,0
5/15/2020 0:30,Plant_1,pkci93gMrogZuBj,0,0,0,7169102,24.9357526,22.59230553,0
5/15/2020 0:30,Plant_1,rGa61gmuvPhdLxV,0,0,0,7111493,24.9357526,22.59230553,0
5/15/2020 0:30,Plant_1,sjndEbLyjtCKgGv,0,0,0,7016832,24.9357526,22.59230553,0
5/15/2020 0:30,Plant_1,uHbuxQJl8lW7ozc,0,0,0,7038681,24.9357526,22.59230553,0
5/15/2020 0:30,Plant_1,wCURE6d3bPkepu2,0,0,0,6782598,24.9357526,22.59230553,0
5/15/2020 0:30,Plant_1,z9Y9gH1T5YWrNuG,0,0,0,7007866,24.9357526,22.59230553,0
5/15/2020 0:30,Plant_1,zBIq5rxdHJRwDNY,0,0,0,6339380,24.9357526,22.59230553,0
5/15/2020 0:30,Plant_1,zVJPv84UY57bAof,0,0,0,7116151,24.9357526,22.59230553,0
5/15/2020 0:45,Plant_1,1BY6WEcLGh8j5v7,0,0,0,6259559,24.8461304,22.36085213,0
5/15/2020 0:45,Plant_1,1IF53ai7Xc0U56Y,0,0,0,6183645,24.8461304,22.36085213,0
5/15/2020 0:45,Plant_1,3PZuoBAID5Wc2HD,0,0,0,6987759,24.8461304,22.36085213,0
5/15/2020 0:45,Plant_1,7JYdWkrLSPkdwr4,0,0,0,7602960,24.8461304,22.36085213,0
5/15/2020 0:45,Plant_1,McdE0feGgRqW7Ca,0,0,0,7158964,24.8461304,22.36085213,0
5/15/2020 0:45,Plant_1,VHMLBKoKgIrUVDU,0,0,0,7206408,24.8461304,22.36085213,0
5/15/2020 0:45,Plant_1,WRmjgnKYAwPKWDb,0,0,0,7028673,24.8461304,22.36085213,0
5/15/2020 0:45,Plant_1,ZnxXDlPa8U1GXgE,0,0,0,6522172,24.8461304,22.36085213,0
5/15/2020 0:45,Plant_1,ZoEaEvLYb1n2sOq,0,0,0,7098099,24.8461304,22.36085213,0
5/15/2020 0:45,Plant_1,adLQvlD726eNBSB,0,0,0,6271355,24.8461304,22.36085213,0
5/15/2020 0:45,Plant_1,bvBOhCH3iADSZry,0,0,0,6316803,24.8461304,22.36085213,0
5/15/2020 0:45,Plant_1,iCRJl6heRkivqQ3,0,0,0,7177992,24.8461304,22.36085213,0
5/15/2020 0:45,Plant_1,ih0vzX44oOqAx2f,0,0,0,6185184,24.8461304,22.36085213,0
5/15/2020 0:45,Plant_1,pkci93gMrogZuBj,0,0,0,7169102,24.8461304,22.36085213,0
5/15/2020 0:45,Plant_1,rGa61gmuvPhdLxV,0,0,0,7111493,24.8461304,22.36085213,0
5/15/2020 0:45,Plant_1,sjndEbLyjtCKgGv,0,0,0,7016832,24.8461304,22.36085213,0
5/15/2020 0:45,Plant_1,uHbuxQJl8lW7ozc,0,0,0,7038681,24.8461304,22.36085213,0
5/15/2020 0:45,Plant_1,wCURE6d3bPkepu2,0,0,0,6782598,24.8461304,22.36085213,0
5/15/2020 0:45,Plant_1,z9Y9gH1T5YWrNuG,0,0,0,7007866,24.8461304,22.36085213,0
5/15/2020 0:45,Plant_1,zBIq5rxdHJRwDNY,0,0,0,6339380,24.8461304,22.36085213,0
5/15/2020 0:45,Plant_1,zVJPv84UY57bAof,0,0,0,7116151,24.8461304,22.36085213,0
5/15/2020 1:00,Plant_1,1BY6WEcLGh8j5v7,0,0,0,6259559,24.62152536,22.16542264,0
5/15/2020 1:00,Plant_1,1IF53ai7Xc0U56Y,0,0,0,6183645,24.62152536,22.16542264,0
5/15/2020 1:00,Plant_1,3PZuoBAID5Wc2HD,0,0,0,6987759,24.62152536,22.16542264,0
5/15/2020 1:00,Plant_1,7JYdWkrLSPkdwr4,0,0,0,7602960,24.62152536,22.16542264,0
5/15/2020 1:00,Plant_1,McdE0feGgRqW7Ca,0,0,0,7158964,24.62152536,22.16542264,0
5/15/2020 1:00,Plant_1,VHMLBKoKgIrUVDU,0,0,0,7206408,24.62152536,22.16542264,0
5/15/2020 1:00,Plant_1,WRmjgnKYAwPKWDb,0,0,0,7028673,24.62152536,22.16542264,0
5/15/2020 1:00,Plant_1,YxYtjZvoooNbGkE,0,0,0,7179966,24.62152536,22.16542264,0
5/15/2020 1:00,Plant_1,ZnxXDlPa8U1GXgE,0,0,0,6522172,24.62152536,22.16542264,0
5/15/2020 1:00,Plant_1,ZoEaEvLYb1n2sOq,0,0,0,7098099,24.62152536,22.16542264,0
5/15/2020 1:00,Plant_1,adLQvlD726eNBSB,0,0,0,6271355,24.62152536,22.16542264,0
5/15/2020 1:00,Plant_1,bvBOhCH3iADSZry,0,0,0,6316803,24.62152536,22.16542264,0
5/15/2020 1:00,Plant_1,iCRJl6heRkivqQ3,0,0,0,7177992,24.62152536,22.16542264,0
5/15/2020 1:00,Plant_1,ih0vzX44oOqAx2f,0,0,0,6185184,24.62152536,22.16542264,0
5/15/2020 1:00,Plant_1,pkci93gMrogZuBj,0,0,0,7169102,24.62152536,22.16542264,0
5/15/2020 1:00,Plant_1,rGa61gmuvPhdLxV,0,0,0,7111493,24.62152536,22.16542264,0
5/15/2020 1:00,Plant_1,sjndEbLyjtCKgGv,0,0,0,7016832,24.62152536,22.16542264,0
5/15/2020 1:00,Plant_1,uHbuxQJl8lW7ozc,0,0,0,7038681,24.62152536,22.16542264,0
5/15/2020 1:00,Plant_1,wCURE6d3bPkepu2,0,0,0,6782598,24.62152536,22.16542264,0
5/15/2020 1:00,Plant_1,z9Y9gH1T5YWrNuG,0,0,0,7007866,24.62152536,22.16542264,0
5/15/2020 1:00,Plant_1,zBIq5rxdHJRwDNY,0,0,0,6339380,24.62152536,22.16542264,0
5/15/2020 1:00,Plant_1,zVJPv84UY57bAof,0,0,0,7116151,24.62152536,22.16542264,0
5/15/2020 1:15,Plant_1,1BY6WEcLGh8j5v7,0,0,0,6259559,24.5360922,21.96857087,0
5/15/2020 1:15,Plant_1,1IF53ai7Xc0U56Y,0,0,0,6183645,24.5360922,21.96857087,0
5/15/2020 1:15,Plant_1,3PZuoBAID5Wc2HD,0,0,0,6987759,24.5360922,21.96857087,0
5/15/2020 1:15,Plant_1,7JYdWkrLSPkdwr4,0,0,0,7602960,24.5360922,21.96857087,0
5/15/2020 1:15,Plant_1,McdE0feGgRqW7Ca,0,0,0,7158964,24.5360922,21.96857087,0
5/15/2020 1:15,Plant_1,VHMLBKoKgIrUVDU,0,0,0,7206408,24.5360922,21.96857087,0
5/15/2020 1:15,Plant_1,WRmjgnKYAwPKWDb,0,0,0,7028673,24.5360922,21.96857087,0
5/15/2020 1:15,Plant_1,ZnxXDlPa8U1GXgE,0,0,0,6522172,24.5360922,21.96857087,0
5/15/2020 1:15,Plant_1,ZoEaEvLYb1n2sOq,0,0,0,7098099,24.5360922,21.96857087,0
5/15/2020 1:15,Plant_1,adLQvlD726eNBSB,0,0,0,6271355,24.5360922,21.96857087,0
5/15/2020 1:15,Plant_1,bvBOhCH3iADSZry,0,0,0,6316803,24.5360922,21.96857087,0
5/15/2020 1:15,Plant_1,iCRJl6heRkivqQ3,0,0,0,7177992,24.5360922,21.96857087,0
5/15/2020 1:15,Plant_1,ih0vzX44oOqAx2f,0,0,0,6185184,24.5360922,21.96857087,0
5/15/2020 1:15,Plant_1,pkci93gMrogZuBj,0,0,0,7169102,24.5360922,21.96857087,0
5/15/2020 1:15,Plant_1,rGa61gmuvPhdLxV,0,0,0,7111493,24.5360922,21.96857087,0
5/15/2020 1:15,Plant_1,sjndEbLyjtCKgGv,0,0,0,7016832,24.5360922,21.96857087,0
5/15/2020 1:15,Plant_1,uHbuxQJl8lW7ozc,0,0,0,7038681,24.5360922,21.96857087,0
5/15/2020 1:15,Plant_1,wCURE6d3bPkepu2,0,0,0,6782598,24.5360922,21.96857087,0
5/15/2020 1:15,Plant_1,z9Y9gH1T5YWrNuG,0,0,0,7007866,24.5360922,21.96857087,0
5/15/2020 1:15,Plant_1,zBIq5rxdHJRwDNY,0,0,0,6339380,24.5360922,21.96857087,0
5/15/2020 1:15,Plant_1,zVJPv84UY57bAof,0,0,0,7116151,24.5360922,21.96857087,0
5/15/2020 1:30,Plant_1,1BY6WEcLGh8j5v7,0,0,0,6259559,24.63867387,22.35292567,0
5/15/2020 1:30,Plant_1,1IF53ai7Xc0U56Y,0,0,0,6183645,24.63867387,22.35292567,0
5/15/2020 1:30,Plant_1,3PZuoBAID5Wc2HD,0,0,0,6987759,24.63867387,22.35292567,0
5/15/2020 1:30,Plant_1,7JYdWkrLSPkdwr4,0,0,0,7602960,24.63867387,22.35292567,0
5/15/2020 1:30,Plant_1,McdE0feGgRqW7Ca,0,0,0,7158964,24.63867387,22.35292567,0
5/15/2020 1:30,Plant_1,VHMLBKoKgIrUVDU,0,0,0,7206408,24.63867387,22.35292567,0
5/15/2020 1:30,Plant_1,WRmjgnKYAwPKWDb,0,0,0,7028673,24.63867387,22.35292567,0
5/15/2020 1:30,Plant_1,ZnxXDlPa8U1GXgE,0,0,0,6522172,24.63867387,22.35292567,0
5/15/2020 1:30,Plant_1,ZoEaEvLYb1n2sOq,0,0,0,7098099,24.63867387,22.35292567,0
5/15/2020 1:30,Plant_1,adLQvlD726eNBSB,0,0,0,6271355,24.63867387,22.35292567,0
5/15/2020 1:30,Plant_1,bvBOhCH3iADSZry,0,0,0,6316803,24.63867387,22.35292567,0
5/15/2020 1:30,Plant_1,iCRJl6heRkivqQ3,0,0,0,7177992,24.63867387,22.35292567,0
5/15/2020 1:30,Plant_1,ih0vzX44oOqAx2f,0,0,0,6185184,24.63867387,22.35292567,0
5/15/2020 1:30,Plant_1,pkci93gMrogZuBj,0,0,0,7169102,24.63867387,22.35292567,0
5/15/2020 1:30,Plant_1,rGa61gmuvPhdLxV,0,0,0,7111493,24.63867387,22.35292567,0
5/15/2020 1:30,Plant_1,sjndEbLyjtCKgGv,0,0,0,7016832,24.63867387,22.35292567,0
5/15/2020 1:30,Plant_1,uHbuxQJl8lW7ozc,0,0,0,7038681,24.63867387,22.35292567,0
5/15/2020 1:30,Plant_1,wCURE6d3bPkepu2,0,0,0,6782598,24.63867387,22.35292567,0
5/15/2020 1:30,Plant_1,z9Y9gH1T5YWrNuG,0,0,0,7007866,24.63867387,22.35292567,0
5/15/2020 1:30,Plant_1,zBIq5rxdHJRwDNY,0,0,0,6339380,24.63867387,22.35292567,0
5/15/2020 1:30,Plant_1,zVJPv84UY57bAof,0,0,0,7116151,24.63867387,22.35292567,0
5/15/2020 1:45,Plant_1,1BY6WEcLGh8j5v7,0,0,0,6259559,24.87302233,23.1609192,0
5/15/2020 1:45,Plant_1,1IF53ai7Xc0U56Y,0,0,0,6183645,24.87302233,23.1609192,0
5/15/2020 1:45,Plant_1,3PZuoBAID5Wc2HD,0,0,0,6987759,24.87302233,23.1609192,0
5/15/2020 1:45,Plant_1,7JYdWkrLSPkdwr4,0,0,0,7602960,24.87302233,23.1609192,0
5/15/2020 1:45,Plant_1,McdE0feGgRqW7Ca,0,0,0,7158964,24.87302233,23.1609192,0
5/15/2020 1:45,Plant_1,VHMLBKoKgIrUVDU,0,0,0,7206408,24.87302233,23.1609192,0
5/15/2020 1:45,Plant_1,WRmjgnKYAwPKWDb,0,0,0,7028673,24.87302233,23.1609192,0
5/15/2020 1:45,Plant_1,YxYtjZvoooNbGkE,0,0,0,7179966,24.87302233,23.1609192,0
5/15/2020 1:45,Plant_1,ZnxXDlPa8U1GXgE,0,0,0,6522172,24.87302233,23.1609192,0
5/15/2020 1:45,Plant_1,ZoEaEvLYb1n2sOq,0,0,0,7098099,24.87302233,23.1609192,0
5/15/2020 1:45,Plant_1,adLQvlD726eNBSB,0,0,0,6271355,24.87302233,23.1609192,0
5/15/2020 1:45,Plant_1,bvBOhCH3iADSZry,0,0,0,6316803,24.87302233,23.1609192,0
5/15/2020 1:45,Plant_1,iCRJl6heRkivqQ3,0,0,0,7177992,24.87302233,23.1609192,0
5/15/2020 1:45,Plant_1,ih0vzX44oOqAx2f,0,0,0,6185184,24.87302233,23.1609192,0
5/15/2020 1:45,Plant_1,pkci93gMrogZuBj,0,0,0,7169102,24.87302233,23.1609192,0
5/15/2020 1:45,Plant_1,rGa61gmuvPhdLxV,0,0,0,7111493,24.87302233,23.1609192,0
5/15/2020 1:45,Plant_1,sjndEbLyjtCKgGv,0,0,0,7016832,24.87302233,23.1609192,0
5/15/2020 1:45,Plant_1,uHbuxQJl8lW7ozc,0,0,0,7038681,24.87302233,23.1609192,0
5/15/2020 1:45,Plant_1,wCURE6d3bPkepu2,0,0,0,6782598,24.87302233,23.1609192,0
5/15/2020 1:45,Plant_1,z9Y9gH1T5YWrNuG,0,0,0,7007866,24.87302233,23.1609192,0
5/15/2020 1:45,Plant_1,zBIq5rxdHJRwDNY,0,0,0,6339380,24.87302233,23.1609192,0
5/15/2020 1:45,Plant_1,zVJPv84UY57bAof,0,0,0,7116151,24.87302233,23.1609192,0
5/15/2020 2:00,Plant_1,1BY6WEcLGh8j5v7,0,0,0,6259559,24.93693047,23.026113,0
5/15/2020 2:00,Plant_1,1IF53ai7Xc0U56Y,0,0,0,6183645,24.93693047,23.026113,0
5/15/2020 2:00,Plant_1,3PZuoBAID5Wc2HD,0,0,0,6987759,24.93693047,23.026113,0
5/15/2020 2:00,Plant_1,7JYdWkrLSPkdwr4,0,0,0,7602960,24.93693047,23.026113,0
5/15/2020 2:00,Plant_1,McdE0feGgRqW7Ca,0,0,0,7158964,24.93693047,23.026113,0
5/15/2020 2:00,Plant_1,VHMLBKoKgIrUVDU,0,0,0,7206408,24.93693047,23.026113,0
5/15/2020 2:00,Plant_1,WRmjgnKYAwPKWDb,0,0,0,7028673,24.93693047,23.026113,0
5/15/2020 2:00,Plant_1,ZnxXDlPa8U1GXgE,0,0,0,6522172,24.93693047,23.026113,0
5/15/2020 2:00,Plant_1,ZoEaEvLYb1n2sOq,0,0,0,7098099,24.93693047,23.026113,0
5/15/2020 2:00,Plant_1,adLQvlD726eNBSB,0,0,0,6271355,24.93693047,23.026113,0
5/15/2020 2:00,Plant_1,bvBOhCH3iADSZry,0,0,0,6316803,24.93693047,23.026113,0
5/15/2020 2:00,Plant_1,iCRJl6heRkivqQ3,0,0,0,7177992,24.93693047,23.026113,0
5/15/2020 2:00,Plant_1,ih0vzX44oOqAx2f,0,0,0,6185184,24.93693047,23.026113,0
5/15/2020 2:00,Plant_1,pkci93gMrogZuBj,0,0,0,7169102,24.93693047,23.026113,0
5/15/2020 2:00,Plant_1,rGa61gmuvPhdLxV,0,0,0,7111493,24.93693047,23.026113,0
5/15/2020 2:00,Plant_1,sjndEbLyjtCKgGv,0,0,0,7016832,24.93693047,23.026113,0
5/15/2020 2:00,Plant_1,uHbuxQJl8lW7ozc,0,0,0,7038681,24.93693047,23.026113,0
5/15/2020 2:00,Plant_1,wCURE6d3bPkepu2,0,0,0,6782598,24.93693047,23.026113,0
5/15/2020 2:00,Plant_1,z9Y9gH1T5YWrNuG,0,0,0,7007866,24.93693047,23.026113,0
5/15/2020 2:00,Plant_1,zBIq5rxdHJRwDNY,0,0,0,6339380,24.93693047,23.026113,0
5/15/2020 2:00,Plant_1,zVJPv84UY57bAof,0,0,0,7116151,24.93693047,23.026113,0
5/15/2020 2:15,Plant_1,1BY6WEcLGh8j5v7,0,0,0,6259559,25.0122476,23.34322927,0
5/15/2020 2:15,Plant_1,1IF53ai7Xc0U56Y,0,0,0,6183645,25.0122476,23.34322927,0
5/15/2020 2:15,Plant_1,3PZuoBAID5Wc2HD,0,0,0,6987759,25.0122476,23.34322927,0
5/15/2020 2:15,Plant_1,7JYdWkrLSPkdwr4,0,0,0,7602960,25.0122476,23.34322927,0
5/15/2020 2:15,Plant_1,McdE0feGgRqW7Ca,0,0,0,7158964,25.0122476,23.34322927,0
5/15/2020 2:15,Plant_1,VHMLBKoKgIrUVDU,0,0,0,7206408,25.0122476,23.34322927,0
5/15/2020 2:15,Plant_1,WRmjgnKYAwPKWDb,0,0,0,7028673,25.0122476,23.34322927,0
5/15/2020 2:15,Plant_1,ZnxXDlPa8U1GXgE,0,0,0,6522172,25.0122476,23.34322927,0
5/15/2020 2:15,Plant_1,ZoEaEvLYb1n2sOq,0,0,0,7098099,25.0122476,23.34322927,0
5/15/2020 2:15,Plant_1,adLQvlD726eNBSB,0,0,0,6271355,25.0122476,23.34322927,0
5/15/2020 2:15,Plant_1,bvBOhCH3iADSZry,0,0,0,6316803,25.0122476,23.34322927,0
5/15/2020 2:15,Plant_1,iCRJl6heRkivqQ3,0,0,0,7177992,25.0122476,23.34322927,0
5/15/2020 2:15,Plant_1,ih0vzX44oOqAx2f,0,0,0,6185184,25.0122476,23.34322927,0
5/15/2020 2:15,Plant_1,pkci93gMrogZuBj,0,0,0,7169102,25.0122476,23.34322927,0
5/15/2020 2:15,Plant_1,rGa61gmuvPhdLxV,0,0,0,7111493,25.0122476,23.34322927,0
5/15/2020 2:15,Plant_1,sjndEbLyjtCKgGv,0,0,0,7016832,25.0122476,23.34322927,0
5/15/2020 2:15,Plant_1,uHbuxQJl8lW7ozc,0,0,0,7038681,25.0122476,23.34322927,0
5/15/2020 2:15,Plant_1,wCURE6d3bPkepu2,0,0,0,6782598,25.0122476,23.34322927,0
5/15/2020 2:15,Plant_1,z9Y9gH1T5YWrNuG,0,0,0,7007866,25.0122476,23.34322927,0
5/15/2020 2:15,Plant_1,zBIq5rxdHJRwDNY,0,0,0,6339380,25.0122476,23.34322927,0
5/15/2020 2:15,Plant_1,zVJPv84UY57bAof,0,0,0,7116151,25.0122476,23.34322927,0
5/15/2020 2:30,Plant_1,1BY6WEcLGh8j5v7,0,0,0,6259559,25.00514933,23.63945927,0
5/15/2020 2:30,Plant_1,1IF53ai7Xc0U56Y,0,0,0,6183645,25.00514933,23.63945927,0
5/15/2020 2:30,Plant_1,3PZuoBAID5Wc2HD,0,0,0,6987759,25.00514933,23.63945927,0
5/15/2020 2:30,Plant_1,7JYdWkrLSPkdwr4,0,0,0,7602960,25.00514933,23.63945927,0
5/15/2020 2:30,Plant_1,McdE0feGgRqW7Ca,0,0,0,7158964,25.00514933,23.63945927,0
5/15/2020 2:30,Plant_1,VHMLBKoKgIrUVDU,0,0,0,7206408,25.00514933,23.63945927,0
5/15/2020 2:30,Plant_1,WRmjgnKYAwPKWDb,0,0,0,7028673,25.00514933,23.63945927,0
5/15/2020 2:30,Plant_1,ZnxXDlPa8U1GXgE,0,0,0,6522172,25.00514933,23.63945927,0
5/15/2020 2:30,Plant_1,ZoEaEvLYb1n2sOq,0,0,0,7098099,25.00514933,23.63945927,0
5/15/2020 2:30,Plant_1,adLQvlD726eNBSB,0,0,0,6271355,25.00514933,23.63945927,0
5/15/2020 2:30,Plant_1,bvBOhCH3iADSZry,0,0,0,6316803,25.00514933,23.63945927,0
5/15/2020 2:30,Plant_1,iCRJl6heRkivqQ3,0,0,0,7177992,25.00514933,23.63945927,0
5/15/2020 2:30,Plant_1,ih0vzX44oOqAx2f,0,0,0,6185184,25.00514933,23.63945927,0
5/15/2020 2:30,Plant_1,pkci93gMrogZuBj,0,0,0,7169102,25.00514933,23.63945927,0
5/15/2020 2:30,Plant_1,rGa61gmuvPhdLxV,0,0,0,7111493,25.00514933,23.63945927,0
5/15/2020 2:30,Plant_1,sjndEbLyjtCKgGv,0,0,0,7016832,25.00514933,23.63945927,0
5/15/2020 2:30,Plant_1,uHbuxQJl8lW7ozc,0,0,0,7038681,25.00514933,23.63945927,0
5/15/2020 2:30,Plant_1,wCURE6d3bPkepu2,0,0,0,6782598,25.00514933,23.63945927,0
5/15/2020 2:30,Plant_1,z9Y9gH1T5YWrNuG,0,0,0,7007866,25.00514933,23.63945927,0
5/15/2020 2:30,Plant_1,zBIq5rxdHJRwDNY,0,0,0,6339380,25.00514933,23.63945927,0
5/15/2020 2:30,Plant_1,zVJPv84UY57bAof,0,0,0,7116151,25.00514933,23.63945927,0
5/15/2020 2:45,Plant_1,1BY6WEcLGh8j5v7,0,0,0,6259559,24.99301953,24.0394858,0
5/15/2020 2:45,Plant_1,1IF53ai7Xc0U56Y,0,0,0,6183645,24.99301953,24.0394858,0
5/15/2020 2:45,Plant_1,3PZuoBAID5Wc2HD,0,0,0,6987759,24.99301953,24.0394858,0
5/15/2020 2:45,Plant_1,7JYdWkrLSPkdwr4,0,0,0,7602960,24.99301953,24.0394858,0
5/15/2020 2:45,Plant_1,McdE0feGgRqW7Ca,0,0,0,7158964,24.99301953,24.0394858,0
5/15/2020 2:45,Plant_1,VHMLBKoKgIrUVDU,0,0,0,7206408,24.99301953,24.0394858,0
5/15/2020 2:45,Plant_1,WRmjgnKYAwPKWDb,0,0,0,7028673,24.99301953,24.0394858,0
5/15/2020 2:45,Plant_1,ZnxXDlPa8U1GXgE,0,0,0,6522172,24.99301953,24.0394858,0
5/15/2020 2:45,Plant_1,ZoEaEvLYb1n2sOq,0,0,0,7098099,24.99301953,24.0394858,0
5/15/2020 2:45,Plant_1,adLQvlD726eNBSB,0,0,0,6271355,24.99301953,24.0394858,0
5/15/2020 2:45,Plant_1,bvBOhCH3iADSZry,0,0,0,6316803,24.99301953,24.0394858,0
5/15/2020 2:45,Plant_1,iCRJl6heRkivqQ3,0,0,0,7177992,24.99301953,24.0394858,0
